UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;2,2;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;5,6;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;11,1;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;4,2;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;5,6;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;5,6;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;5,6;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;1,4;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;11,1;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;1,4;;;
UNIVERSIDADE ESTADUAL DE SANTA CRUZ;CIÊNCIA DA COMPUTAÇÃO;4,2;;;
UNIVERSIDADE VALE DO RIO VERDE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE VALE DO RIO VERDE;CIÊNCIA DA COMPUTAÇÃO;80,0;;;
UNIVERSIDADE VALE DO RIO VERDE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
